company_id,type,rule_id,text,confidence_pct
ADANIGREEN,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
ADANIGREEN,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
ADANIGREEN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
ADANIGREEN,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.31
ADANIPORTS,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ADANIPORTS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,74.19
ADANIPORTS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.45
ADANIPORTS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
ADANIPORTS,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
ADANIPORTS,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
ADANIPORTS,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
ADANIPORTS,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98.75
ADANIPOWER,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
ADANIPOWER,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
ADANIPOWER,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,86.0
ADANIPOWER,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
ADANIPOWER,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
ADANIPOWER,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
ADANIPOWER,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
ADANIPOWER,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,96.6
ATGL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,76.26
ATGL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.32
ATGL,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
ATGL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
ATGL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
ATGL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,94.64
AMBUJACEM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
AMBUJACEM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,69.29
AMBUJACEM,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
AMBUJACEM,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
AMBUJACEM,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,99.61
APOLLOHOSP,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
APOLLOHOSP,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,95.12
APOLLOHOSP,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,71.85
APOLLOHOSP,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.88
APOLLOHOSP,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
APOLLOHOSP,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
APOLLOHOSP,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
APOLLOHOSP,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
APOLLOHOSP,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,97.03
ASIANPAINT,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87.1
ASIANPAINT,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
ASIANPAINT,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ASIANPAINT,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,90.12
ASIANPAINT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,92.1
ASIANPAINT,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
ASIANPAINT,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
ASIANPAINT,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,99.21
DMART,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
DMART,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DMART,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,71.95
DMART,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
DMART,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
DMART,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
DMART,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
DMART,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,95.06
AXISBANK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
AXISBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,74.79
AXISBANK,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
AXISBANK,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
AXISBANK,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
AXISBANK,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
AXISBANK,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
AXISBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82.35
AXISBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
AXISBANK,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,95.92
BAJAJ-AUTO,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,83.26
BAJAJ-AUTO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
BAJAJ-AUTO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BAJAJ-AUTO,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,97.44
BAJAJ-AUTO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,88.26
BAJAJ-AUTO,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
BAJAJ-AUTO,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BAJAJ-AUTO,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
BAJAJ-AUTO,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,96.43
BAJFINANCE,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
BAJFINANCE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BAJFINANCE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.55
BAJFINANCE,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
BAJFINANCE,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
BAJFINANCE,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BAJFINANCE,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
BAJFINANCE,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BAJFINANCE,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,93.8
BAJAJFINSV,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,82.31
BAJAJFINSV,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,87.0
BAJAJFINSV,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,87.31
BAJAJFINSV,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
BAJAJFINSV,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
BAJAJFINSV,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BAJAJFINSV,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
BAJAJFINSV,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,94.43
BAJAJHLDNG,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
BAJAJHLDNG,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BAJAJHLDNG,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,96.06
BAJAJHLDNG,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,71.97
BAJAJHLDNG,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
BAJAJHLDNG,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
BAJAJHLDNG,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BAJAJHLDNG,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,99.25
BANKBARODA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
BANKBARODA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,74.7
BANKBARODA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.44
BANKBARODA,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
BANKBARODA,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
BANKBARODA,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BANKBARODA,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
BANKBARODA,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.17
BANKBARODA,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BANKBARODA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98.02
BEL,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BEL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BEL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
BEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.69
BEL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BEL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
BEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,97.4
BHEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.24
BHEL,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
BHEL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BHEL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
BHEL,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
BHEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91.8
BHEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BHEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,96.76
BPCL,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
BPCL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78.39
BPCL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,99.39
BPCL,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
BPCL,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
BPCL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BPCL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
BPCL,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
BPCL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,99.77
BHARTIARTL,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
BHARTIARTL,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
BHARTIARTL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,67.95
BHARTIARTL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.84
BHARTIARTL,con,CON_1,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring,82.62
BHARTIARTL,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
BHARTIARTL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BHARTIARTL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
BHARTIARTL,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
BHARTIARTL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98.5
BOSCHLTD,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
BOSCHLTD,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BOSCHLTD,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,100.0
BOSCHLTD,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.8
BOSCHLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
BOSCHLTD,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
BOSCHLTD,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BOSCHLTD,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
BOSCHLTD,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98.96
BRITANNIA,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BRITANNIA,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
BRITANNIA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BRITANNIA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
BRITANNIA,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
BRITANNIA,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
BRITANNIA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98.84
CANBK,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,98.81
CANBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,75.9
CANBK,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
CANBK,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
CANBK,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
CANBK,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
CANBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,83.42
CANBK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
CANBK,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,96.79
CHOLAFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
CHOLAFIN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
CHOLAFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,76.83
CHOLAFIN,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
CHOLAFIN,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
CHOLAFIN,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
CHOLAFIN,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
CHOLAFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
CHOLAFIN,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,93.35
CIPLA,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
CIPLA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
CIPLA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
CIPLA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.39
CIPLA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
CIPLA,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
CIPLA,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
CIPLA,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
CIPLA,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
CIPLA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98.1
COALINDIA,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
COALINDIA,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
COALINDIA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
COALINDIA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78.1
COALINDIA,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,100.0
COALINDIA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
COALINDIA,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
COALINDIA,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
COALINDIA,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
COALINDIA,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
COALINDIA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,99.41
DLF,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
DLF,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,83.0
DLF,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,91.12
DLF,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,63.64
DLF,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.35
DLF,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
DLF,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
DLF,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
DLF,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
DLF,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85.65
DLF,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,96.45
DABUR,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
DABUR,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DABUR,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,96.38
DABUR,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
DABUR,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
DABUR,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
DABUR,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,99.86
DIVISLAB,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.0
DIVISLAB,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DIVISLAB,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,69.74
DIVISLAB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.09
DIVISLAB,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
DIVISLAB,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
DIVISLAB,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
DIVISLAB,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
DIVISLAB,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
DIVISLAB,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,96.12
DRREDDY,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
DRREDDY,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.0
DRREDDY,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DRREDDY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,79.67
DRREDDY,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
DRREDDY,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
DRREDDY,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
DRREDDY,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
DRREDDY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,95.49
EICHERMOT,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
EICHERMOT,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.0
EICHERMOT,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
EICHERMOT,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,100.0
EICHERMOT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82.71
EICHERMOT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.79
EICHERMOT,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
EICHERMOT,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
EICHERMOT,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
EICHERMOT,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
EICHERMOT,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98.63
GAIL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
GAIL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,71.08
GAIL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.27
GAIL,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
GAIL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
GAIL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
GAIL,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
GAIL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,99.12
GODREJCP,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,60.56
GODREJCP,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
GODREJCP,con,CON_4,Company reported a net loss in the most recent financial year,75.0
